enrollee_id,full_name,city,gender,enrolled_university,education_level,major_discipline,relevent_experience,experience,company_size,company_type,last_new_job,training_hours,employed,city_development_index
1636,Katie Hernandez,city_75,unknow,no_enrollment,unknow,unknow,No relevent experience,7,unknow,Public Sector,never,72,1.0,0.939
29944,Katie Smith,city_103,Male,no_enrollment,Graduate,STEM,No relevent experience,3,unknow,unknow,1,52,1.0,0.92
7072,Jane Smith,city_16,Female,no_enrollment,Graduate,STEM,Has relevent experience,6,100-500,Pvt Ltd,4,167,0.0,0.91
1872,Sarah Johnson,city_75,Male,no_enrollment,Masters,STEM,Has relevent experience,11,10000+,Pvt Ltd,1,46,0.0,0.939
28420,Alex Smith,city_41,Male,no_enrollment,Graduate,STEM,Has relevent experience,>20,unknow,unknow,3,98,0.0,0.8270000000000001
18339,Mike Martinez,city_21,unknow,Full time course,Graduate,STEM,Has relevent experience,3,50-99,Pvt Ltd,1,80,1.0,0.624
31567,John Brown,city_10,Male,no_enrollment,High School,unknow,Has relevent experience,>20,unknow,unknow,>4,22,0.0,0.895
21317,Chris Miller,city_75,Male,no_enrollment,Graduate,STEM,Has relevent experience,14,1000-4999,Public Sector,>4,41,0.0,0.939
8691,Laura Garcia,city_99,Male,no_enrollment,Masters,STEM,Has relevent experience,>20,1000-4999,Pvt Ltd,>4,4,0.0,0.915
8683,Jane Smith,city_114,unknow,no_enrollment,Graduate,STEM,Has relevent experience,>20,10/49,Pvt Ltd,>4,62,0.0,0.926
28400,Jane Smith,city_16,Male,Full time course,Graduate,STEM,Has relevent experience,6,50-99,Pvt Ltd,>4,166,1.0,0.91
1841,Sarah Williams,city_21,unknow,no_enrollment,Masters,STEM,Has relevent experience,5,50-99,Pvt Ltd,2,61,1.0,0.624
23507,Katie Garcia,city_21,unknow,no_enrollment,Graduate,STEM,Has relevent experience,3,50-99,Funded Startup,1,9,1.0,0.624
8307,John Martinez,city_100,Male,no_enrollment,Graduate,No Major,No relevent experience,>20,100-500,Pvt Ltd,>4,21,0.0,0.887
29934,Chris Williams,city_98,Male,no_enrollment,Graduate,STEM,No relevent experience,3,unknow,unknow,1,23,0.0,0.949
31027,Laura Garcia,city_21,unknow,no_enrollment,Masters,STEM,Has relevent experience,19,10/49,Pvt Ltd,>4,19,1.0,0.624
9939,Katie Davis,city_160,unknow,no_enrollment,Masters,STEM,Has relevent experience,19,100-500,Pvt Ltd,>4,56,1.0,0.92
8543,Sarah Hernandez,city_70,Male,no_enrollment,Graduate,STEM,No relevent experience,6,unknow,unknow,never,23,1.0,0.698
3416,Mike Garcia,city_160,Male,no_enrollment,Graduate,STEM,Has relevent experience,7,10/49,Pvt Ltd,2,112,0.0,0.92
25770,Emily Jones,city_103,Male,no_enrollment,Graduate,Humanities,Has relevent experience,7,10000+,Pvt Ltd,never,82,0.0,0.92
30121,Sarah Hernandez,city_20,Male,unknow,Primary School,unknow,No relevent experience,2,unknow,unknow,never,94,0.0,0.7959999999999999
27826,Mike Hernandez,city_115,unknow,no_enrollment,Graduate,STEM,Has relevent experience,9,10000+,Pvt Ltd,4,36,0.0,0.789
26052,Mike Hernandez,city_21,unknow,Full time course,Masters,STEM,Has relevent experience,<1,100-500,Public Sector,1,7,0.0,0.624
9155,Chris Smith,city_28,Male,no_enrollment,High School,unknow,Has relevent experience,8,10/49,Funded Startup,3,6,0.0,0.939
14795,Sarah Hernandez,city_136,unknow,no_enrollment,Masters,STEM,Has relevent experience,8,10/49,Early Stage Startup,1,162,0.0,0.897
32722,Laura Miller,city_160,Male,no_enrollment,Masters,STEM,Has relevent experience,9,50-99,Pvt Ltd,>4,42,0.0,0.92
9698,Jane Smith,city_103,Male,no_enrollment,Graduate,STEM,Has relevent experience,10,10/49,Pvt Ltd,>4,143,0.0,0.92
10105,Alex Smith,city_45,Male,Full time course,Graduate,STEM,Has relevent experience,9,unknow,unknow,2,8,1.0,0.89
15301,David Hernandez,city_16,Male,no_enrollment,Masters,STEM,Has relevent experience,19,10000+,Pvt Ltd,2,192,0.0,0.91
16500,Mike Brown,city_21,Male,no_enrollment,Graduate,STEM,Has relevent experience,4,100-500,Pvt Ltd,1,84,1.0,0.624
20604,David Martinez,city_16,Male,no_enrollment,Masters,Business Degree,Has relevent experience,>20,10000+,Pvt Ltd,>4,142,0.0,0.91
29237,Emily Hernandez,city_21,Male,Full time course,Graduate,STEM,Has relevent experience,6,100-500,Pvt Ltd,1,78,0.0,0.624
33317,Jane Smith,city_61,Male,no_enrollment,High School,unknow,No relevent experience,2,unknow,unknow,2,258,0.0,0.913
5774,Chris Davis,city_21,Male,no_enrollment,Graduate,STEM,Has relevent experience,9,100-500,Pvt Ltd,>4,11,0.0,0.624
8005,John Johnson,city_21,Male,no_enrollment,Graduate,STEM,Has relevent experience,5,50-99,Pvt Ltd,2,35,1.0,0.624
26437,Katie Williams,city_103,unknow,Full time course,Graduate,STEM,Has relevent experience,6,unknow,unknow,1,139,1.0,0.92
5293,Katie Hernandez,city_19,Male,Full time course,Graduate,STEM,No relevent experience,6,unknow,unknow,never,151,1.0,0.682
21595,Sarah Martinez,city_21,Male,unknow,Graduate,STEM,Has relevent experience,10,unknow,unknow,>4,98,0.0,0.624
24950,John Miller,city_142,Male,Part time course,Graduate,STEM,No relevent experience,2,unknow,unknow,1,103,0.0,0.727
30305,Sarah Hernandez,city_116,Male,no_enrollment,Masters,STEM,Has relevent experience,>20,50-99,Pvt Ltd,>4,68,0.0,0.743
26150,Jane Brown,city_103,Male,Full time course,Graduate,Other,No relevent experience,6,unknow,unknow,never,1,1.0,0.92
12480,Katie Jones,city_65,Male,no_enrollment,Masters,STEM,Has relevent experience,>20,unknow,unknow,1,170,0.0,0.802
11409,Mike Davis,city_75,unknow,no_enrollment,Graduate,STEM,No relevent experience,>20,100-500,Pvt Ltd,>4,21,0.0,0.939
32772,Laura Martinez,city_160,Male,Full time course,Graduate,STEM,No relevent experience,11,unknow,unknow,1,61,1.0,0.92
755,Jane Miller,city_160,Male,no_enrollment,Graduate,Humanities,Has relevent experience,5,5000-9999,Pvt Ltd,1,25,1.0,0.92
32496,Chris Garcia,city_21,unknow,Full time course,unknow,unknow,No relevent experience,1,unknow,Pvt Ltd,never,45,1.0,0.624
33368,Mike Garcia,city_61,unknow,no_enrollment,Graduate,STEM,Has relevent experience,14,100-500,Pvt Ltd,3,154,0.0,0.913
19335,Mike Hernandez,city_103,unknow,no_enrollment,Graduate,STEM,Has relevent experience,>20,unknow,unknow,1,35,0.0,0.92
11174,Jane Miller,city_16,Male,no_enrollment,Graduate,STEM,Has relevent experience,6,100-500,Pvt Ltd,1,78,0.0,0.91
28444,Jane Jones,city_50,unknow,no_enrollment,Masters,STEM,Has relevent experience,>20,1000-4999,Public Sector,>4,15,0.0,0.8959999999999999
20999,Mike Davis,city_103,unknow,Part time course,Masters,Humanities,No relevent experience,10,unknow,unknow,2,106,0.0,0.92
27287,Alex Garcia,city_40,Male,no_enrollment,Masters,Other,Has relevent experience,10,<10,Pvt Ltd,2,35,0.0,0.7759999999999999
527,Katie Williams,city_103,Male,no_enrollment,Graduate,STEM,Has relevent experience,11,50-99,Pvt Ltd,1,32,0.0,0.92
2053,Sarah Davis,city_67,Female,no_enrollment,Masters,STEM,No relevent experience,13,1000-4999,Pvt Ltd,>4,51,0.0,0.855
24958,Chris Jones,city_13,Male,no_enrollment,Graduate,STEM,No relevent experience,>20,unknow,unknow,1,139,0.0,0.8270000000000001
27664,Sarah Garcia,city_16,Male,no_enrollment,Masters,STEM,Has relevent experience,9,1000-4999,Pvt Ltd,1,18,0.0,0.91
13749,Mike Davis,city_114,Male,no_enrollment,Masters,Humanities,Has relevent experience,>20,<10,Pvt Ltd,4,26,1.0,0.926
24545,Alex Miller,city_128,Male,no_enrollment,High School,unknow,Has relevent experience,3,10/49,Pvt Ltd,1,96,0.0,0.527
6030,Jane Jones,city_114,Male,no_enrollment,High School,unknow,No relevent experience,5,unknow,Pvt Ltd,never,17,0.0,0.926
24900,Jane Smith,city_21,unknow,Full time course,Masters,STEM,No relevent experience,<1,unknow,unknow,never,55,0.0,0.624
6450,Mike Martinez,city_75,Male,Part time course,Graduate,STEM,Has relevent experience,10,<10,Pvt Ltd,3,68,0.0,0.939
17677,Laura Johnson,city_16,unknow,Full time course,Graduate,STEM,Has relevent experience,3,10000+,Pvt Ltd,1,55,0.0,0.91
17131,John Brown,city_103,Male,no_enrollment,High School,unknow,No relevent experience,5,unknow,unknow,never,144,0.0,0.92
18753,David Miller,city_61,Male,no_enrollment,Phd,STEM,Has relevent experience,>20,50-99,Funded Startup,4,72,0.0,0.913
31446,Katie Davis,city_103,Male,no_enrollment,Masters,STEM,Has relevent experience,>20,100-500,Pvt Ltd,>4,98,0.0,0.92
12523,Emily Hernandez,city_71,unknow,no_enrollment,Masters,STEM,Has relevent experience,11,unknow,unknow,1,111,0.0,0.884
25194,Emily Williams,city_10,Male,no_enrollment,Graduate,STEM,Has relevent experience,10,unknow,unknow,4,20,0.0,0.895
10179,Emily Brown,city_103,Male,no_enrollment,Graduate,STEM,Has relevent experience,>20,500-999,Funded Startup,>4,14,0.0,0.92
29793,Emily Garcia,city_103,Male,no_enrollment,Graduate,STEM,Has relevent experience,18,100-500,Pvt Ltd,1,48,0.0,0.92
19031,Katie Davis,city_16,Male,no_enrollment,Graduate,STEM,Has relevent experience,19,50-99,unknow,2,11,0.0,0.91
1228,David Johnson,city_136,Male,no_enrollment,Masters,STEM,Has relevent experience,18,100-500,Funded Startup,>4,91,0.0,0.897
32864,Katie Hernandez,city_16,Male,Part time course,Graduate,STEM,No relevent experience,1,unknow,unknow,1,90,1.0,0.91
12969,Emily Jones,city_103,Male,no_enrollment,Graduate,Humanities,Has relevent experience,11,50-99,Pvt Ltd,3,37,0.0,0.92
70,Chris Smith,city_16,Male,no_enrollment,Masters,STEM,Has relevent experience,9,unknow,Pvt Ltd,1,36,0.0,0.91
30591,David Brown,city_160,Male,no_enrollment,Masters,STEM,Has relevent experience,>20,unknow,unknow,1,152,1.0,0.92
14743,Emily Martinez,city_114,Male,no_enrollment,Graduate,STEM,Has relevent experience,16,500-999,Pvt Ltd,2,19,0.0,0.926
11920,Jane Martinez,city_103,Female,Part time course,Graduate,STEM,Has relevent experience,13,10000+,Pvt Ltd,1,24,0.0,0.92
5302,Jane Jones,city_11,Male,no_enrollment,Graduate,STEM,Has relevent experience,4,10/49,Pvt Ltd,2,23,1.0,0.55
15193,Mike Garcia,city_103,Male,no_enrollment,Graduate,STEM,Has relevent experience,18,50-99,Funded Startup,1,147,1.0,0.92
12779,John Garcia,city_16,Male,no_enrollment,High School,unknow,Has relevent experience,14,unknow,unknow,>4,34,0.0,0.91
5240,Katie Brown,city_24,Male,no_enrollment,Graduate,STEM,Has relevent experience,13,unknow,unknow,2,25,0.0,0.698
26431,Mike Brown,city_114,Male,no_enrollment,Masters,Business Degree,Has relevent experience,17,1000-4999,Pvt Ltd,>4,90,0.0,0.926
32249,Laura Williams,city_103,Female,Full time course,Graduate,STEM,No relevent experience,6,unknow,unknow,1,18,1.0,0.92
10401,Sarah Hernandez,city_160,Male,no_enrollment,Graduate,STEM,No relevent experience,9,unknow,unknow,1,51,1.0,0.92
2357,David Martinez,city_103,Male,no_enrollment,Graduate,STEM,Has relevent experience,3,10/49,Pvt Ltd,1,64,0.0,0.92
11971,Jane Garcia,city_123,Male,Full time course,Graduate,STEM,Has relevent experience,12,1000-4999,Pvt Ltd,1,41,0.0,0.738
3121,John Johnson,city_21,unknow,no_enrollment,Masters,STEM,Has relevent experience,<1,<10,Early Stage Startup,1,40,1.0,0.624
20920,Mike Brown,city_16,Male,no_enrollment,Graduate,STEM,Has relevent experience,10,50-99,Pvt Ltd,>4,216,0.0,0.91
10690,Alex Martinez,city_64,Female,no_enrollment,Masters,STEM,Has relevent experience,13,500-999,Public Sector,>4,28,1.0,0.6659999999999999
8981,John Miller,city_103,Female,no_enrollment,Masters,Humanities,Has relevent experience,6,unknow,Public Sector,2,96,1.0,0.92
29854,David Brown,city_103,Male,no_enrollment,Graduate,STEM,Has relevent experience,>20,50-99,Pvt Ltd,>4,75,0.0,0.92
13679,Jane Jones,city_16,Male,no_enrollment,Graduate,STEM,Has relevent experience,12,100-500,Pvt Ltd,1,206,0.0,0.91
27972,Emily Brown,city_162,unknow,Full time course,Graduate,STEM,Has relevent experience,10,50-99,Pvt Ltd,2,90,0.0,0.767
21020,Alex Garcia,city_16,Male,no_enrollment,Graduate,STEM,Has relevent experience,>20,50-99,Pvt Ltd,>4,134,0.0,0.91
28005,David Hernandez,city_103,Female,no_enrollment,Graduate,STEM,Has relevent experience,8,500-999,Funded Startup,1,134,0.0,0.92
32522,John Garcia,city_30,Male,Full time course,Graduate,STEM,Has relevent experience,10,500-999,Pvt Ltd,4,24,0.0,0.698
23284,Chris Johnson,city_103,Male,Full time course,Graduate,STEM,No relevent experience,4,unknow,unknow,3,60,1.0,0.92
29419,David Davis,city_103,Male,no_enrollment,Graduate,STEM,Has relevent experience,15,unknow,unknow,2,244,0.0,0.92
4080,Jane Jones,city_21,Male,no_enrollment,Graduate,STEM,Has relevent experience,11,100-500,Pvt Ltd,1,10,1.0,0.624
17707,Katie Jones,city_70,unknow,no_enrollment,Graduate,STEM,Has relevent experience,15,unknow,unknow,2,44,0.0,0.698
28727,Laura Hernandez,city_36,Male,Full time course,Primary School,unknow,No relevent experience,9,unknow,unknow,1,28,0.0,0.893
22062,Jane Smith,city_21,Male,no_enrollment,Graduate,STEM,Has relevent experience,9,50-99,Pvt Ltd,2,94,1.0,0.624
15916,Emily Garcia,city_100,Male,no_enrollment,Phd,STEM,Has relevent experience,10,unknow,unknow,2,88,0.0,0.887
12889,Chris Jones,city_103,Male,no_enrollment,Graduate,STEM,Has relevent experience,10,10/49,Early Stage Startup,>4,67,1.0,0.92
1833,Jane Brown,city_21,Male,no_enrollment,Graduate,STEM,Has relevent experience,2,<10,Pvt Ltd,1,131,0.0,0.624
11674,Sarah Hernandez,city_136,unknow,no_enrollment,High School,unknow,No relevent experience,6,unknow,unknow,never,12,0.0,0.897
13381,Sarah Davis,city_114,Male,no_enrollment,Graduate,STEM,Has relevent experience,9,100-500,Pvt Ltd,>4,95,1.0,0.926
6429,Chris Miller,city_75,Female,no_enrollment,Graduate,STEM,Has relevent experience,11,100-500,Pvt Ltd,>4,105,0.0,0.939
2361,John Smith,city_104,Male,no_enrollment,Phd,STEM,Has relevent experience,>20,10000+,Pvt Ltd,1,140,0.0,0.924
22739,John Jones,city_97,unknow,unknow,unknow,unknow,No relevent experience,4,unknow,unknow,unknow,53,0.0,0.925
17084,John Garcia,city_73,Male,no_enrollment,High School,unknow,Has relevent experience,6,unknow,unknow,2,32,0.0,0.754
25518,Mike Miller,city_160,Male,no_enrollment,Graduate,STEM,Has relevent experience,7,<10,Pvt Ltd,>4,24,0.0,0.92
27371,Laura Hernandez,city_103,Female,no_enrollment,Graduate,STEM,No relevent experience,10,unknow,unknow,2,87,1.0,0.92
31478,Mike Jones,city_136,Female,no_enrollment,Masters,STEM,Has relevent experience,6,500-999,Pvt Ltd,2,63,0.0,0.897
12456,David Johnson,city_134,Male,no_enrollment,unknow,unknow,No relevent experience,<1,100-500,Pvt Ltd,unknow,50,1.0,0.698
27824,David Smith,city_136,Male,no_enrollment,Masters,STEM,Has relevent experience,7,1000-4999,Public Sector,>4,29,0.0,0.897
12236,Sarah Johnson,city_117,Male,no_enrollment,Graduate,STEM,No relevent experience,4,unknow,unknow,never,21,0.0,0.698
31018,Chris Jones,city_165,unknow,Part time course,Graduate,STEM,Has relevent experience,13,unknow,unknow,4,47,1.0,0.903
27617,Katie Martinez,city_83,unknow,no_enrollment,Graduate,STEM,Has relevent experience,>20,100-500,Pvt Ltd,never,90,0.0,0.923
32288,Katie Miller,city_103,unknow,Full time course,High School,unknow,Has relevent experience,9,unknow,unknow,4,56,0.0,0.92
10892,John Martinez,city_103,Male,Full time course,Masters,STEM,No relevent experience,8,50-99,NGO,3,28,0.0,0.92
9821,David Johnson,city_100,Male,Full time course,Graduate,No Major,No relevent experience,4,unknow,unknow,never,22,0.0,0.887
25466,Laura Williams,city_103,Male,no_enrollment,Graduate,STEM,Has relevent experience,>20,50-99,Pvt Ltd,2,22,0.0,0.92
32788,John Williams,city_21,Male,Full time course,High School,unknow,No relevent experience,3,unknow,unknow,1,97,0.0,0.624
25169,Sarah Brown,city_28,Other,Part time course,High School,unknow,No relevent experience,2,1000-4999,Pvt Ltd,2,136,0.0,0.939
7433,John Garcia,city_104,Male,no_enrollment,Graduate,STEM,Has relevent experience,>20,<10,Early Stage Startup,2,198,0.0,0.924
19055,Katie Johnson,city_101,Male,Full time course,Graduate,STEM,No relevent experience,<1,unknow,unknow,unknow,78,0.0,0.5579999999999999
9563,Sarah Davis,city_160,unknow,no_enrollment,Graduate,STEM,Has relevent experience,4,10/49,Pvt Ltd,1,8,0.0,0.92
4135,Sarah Davis,city_65,Male,no_enrollment,High School,unknow,Has relevent experience,10,unknow,unknow,>4,117,1.0,0.802
2751,David Hernandez,city_71,Male,no_enrollment,High School,unknow,No relevent experience,4,100-500,Public Sector,never,44,1.0,0.884
27043,Chris Brown,city_103,Male,no_enrollment,Graduate,STEM,Has relevent experience,>20,1000-4999,Public Sector,>4,33,0.0,0.92
2354,Laura Hernandez,city_10,Male,no_enrollment,Phd,STEM,No relevent experience,9,1000-4999,Public Sector,>4,210,0.0,0.895
21029,Chris Johnson,city_16,Male,no_enrollment,Graduate,STEM,Has relevent experience,>20,500-999,Pvt Ltd,>4,22,0.0,0.91
6719,Jane Hernandez,city_75,Male,no_enrollment,Primary School,unknow,No relevent experience,4,unknow,unknow,never,27,0.0,0.939
2595,Sarah Hernandez,city_173,Male,Full time course,High School,unknow,Has relevent experience,3,unknow,unknow,1,16,0.0,0.878
23775,Laura Johnson,city_104,Male,Full time course,High School,unknow,No relevent experience,3,unknow,unknow,never,142,0.0,0.924
11382,Laura Jones,city_103,Male,no_enrollment,Masters,Humanities,Has relevent experience,10,10000+,Pvt Ltd,2,7,0.0,0.92
2260,Alex Williams,city_114,Male,no_enrollment,Graduate,STEM,Has relevent experience,>20,unknow,unknow,1,222,0.0,0.926
6845,Katie Garcia,city_136,unknow,no_enrollment,Masters,STEM,Has relevent experience,6,100-500,Pvt Ltd,1,64,0.0,0.897
20795,Mike Jones,city_136,unknow,no_enrollment,Masters,STEM,Has relevent experience,>20,10/49,Public Sector,2,52,0.0,0.897
22246,Sarah Brown,city_100,Other,unknow,Graduate,Humanities,Has relevent experience,>20,unknow,unknow,1,37,0.0,0.887
25233,Chris Brown,city_21,unknow,no_enrollment,Masters,STEM,Has relevent experience,<1,<10,Early Stage Startup,never,118,1.0,0.624
35,Katie Smith,city_114,Male,no_enrollment,Masters,STEM,Has relevent experience,9,1000-4999,Pvt Ltd,1,15,0.0,0.926
16348,Alex Garcia,city_21,unknow,Part time course,Masters,STEM,No relevent experience,1,<10,Public Sector,unknow,54,0.0,0.624
26639,Alex Hernandez,city_21,Male,no_enrollment,Graduate,Business Degree,Has relevent experience,3,100-500,NGO,1,13,0.0,0.624
30145,Alex Miller,city_114,Male,Full time course,High School,unknow,No relevent experience,6,unknow,Pvt Ltd,1,37,0.0,0.926
12246,Alex Williams,city_67,unknow,no_enrollment,Masters,STEM,Has relevent experience,>20,50-99,Pvt Ltd,>4,7,0.0,0.855
28262,Laura Davis,city_45,Male,Full time course,Graduate,STEM,Has relevent experience,7,50-99,Pvt Ltd,1,37,0.0,0.89
20340,David Brown,city_21,unknow,Full time course,Graduate,STEM,Has relevent experience,11,unknow,Pvt Ltd,1,10,0.0,0.624
32748,Katie Martinez,city_103,Male,no_enrollment,Graduate,STEM,Has relevent experience,16,unknow,unknow,>4,28,0.0,0.92
33158,Katie Smith,city_50,unknow,Part time course,Masters,STEM,Has relevent experience,>20,unknow,unknow,4,31,0.0,0.8959999999999999
21741,Jane Smith,city_50,Male,no_enrollment,Graduate,STEM,Has relevent experience,18,unknow,unknow,2,322,0.0,0.8959999999999999
7157,Jane Smith,city_67,Male,Full time course,Masters,STEM,Has relevent experience,18,unknow,unknow,4,110,0.0,0.855
7158,Laura Brown,city_114,Male,Full time course,Graduate,STEM,No relevent experience,14,unknow,unknow,4,91,0.0,0.926
27867,Alex Smith,city_75,Male,no_enrollment,Graduate,STEM,Has relevent experience,>20,100-500,Pvt Ltd,>4,66,0.0,0.939
12705,Alex Williams,city_21,Male,no_enrollment,Graduate,Business Degree,Has relevent experience,14,unknow,unknow,>4,182,0.0,0.624
345,Mike Martinez,city_103,Male,no_enrollment,Graduate,Other,Has relevent experience,6,100-500,Pvt Ltd,2,15,0.0,0.92
25731,Jane Hernandez,city_71,Male,Part time course,Masters,No Major,No relevent experience,3,unknow,unknow,1,15,0.0,0.884
1326,David Martinez,city_71,unknow,no_enrollment,Graduate,No Major,Has relevent experience,4,10/49,Early Stage Startup,1,39,0.0,0.884
21557,David Johnson,city_21,Male,no_enrollment,Graduate,STEM,Has relevent experience,7,50-99,Pvt Ltd,1,109,0.0,0.624
26592,Mike Brown,city_103,Other,no_enrollment,Graduate,No Major,Has relevent experience,4,100-500,unknow,4,56,0.0,0.92
9373,Chris Brown,city_150,Male,Part time course,Graduate,STEM,Has relevent experience,2,10/49,Pvt Ltd,1,85,0.0,0.698
14399,Katie Garcia,city_103,Male,no_enrollment,Graduate,STEM,No relevent experience,17,100-500,Funded Startup,>4,14,0.0,0.92
24924,Alex Martinez,city_162,unknow,no_enrollment,Masters,STEM,Has relevent experience,8,100-500,Pvt Ltd,1,59,0.0,0.767
13805,Alex Jones,city_67,Male,Part time course,Graduate,STEM,Has relevent experience,4,unknow,unknow,1,236,0.0,0.855
23545,Katie Miller,city_103,Male,no_enrollment,Graduate,STEM,No relevent experience,3,unknow,unknow,never,52,0.0,0.92
28661,David Martinez,city_103,unknow,no_enrollment,Masters,STEM,Has relevent experience,20,50-99,Pvt Ltd,1,64,0.0,0.92
6886,Emily Davis,city_104,unknow,Full time course,High School,unknow,No relevent experience,10,unknow,unknow,4,29,0.0,0.924
2660,Mike Williams,city_103,Male,no_enrollment,Masters,STEM,Has relevent experience,>20,100-500,Funded Startup,>4,6,0.0,0.92
4464,David Martinez,city_114,Male,no_enrollment,Graduate,Humanities,No relevent experience,9,5000-9999,NGO,2,74,0.0,0.926
14826,Chris Williams,city_75,unknow,no_enrollment,High School,unknow,Has relevent experience,5,<10,Pvt Ltd,unknow,22,0.0,0.939
33289,David Garcia,city_21,Male,no_enrollment,Masters,STEM,Has relevent experience,10,10/49,Pvt Ltd,3,18,0.0,0.624
8215,David Garcia,city_71,Male,no_enrollment,Graduate,STEM,Has relevent experience,14,50-99,Pvt Ltd,3,20,0.0,0.884
24457,Chris Smith,city_16,Male,no_enrollment,Graduate,STEM,No relevent experience,16,10000+,Public Sector,2,15,0.0,0.91
978,Alex Williams,city_103,Male,no_enrollment,Graduate,Other,Has relevent experience,>20,1000-4999,Pvt Ltd,>4,24,0.0,0.92
13192,Jane Davis,city_12,unknow,no_enrollment,High School,unknow,No relevent experience,<1,unknow,unknow,1,165,1.0,0.64
19394,Laura Brown,city_16,Male,no_enrollment,Graduate,STEM,No relevent experience,>20,unknow,unknow,never,6,0.0,0.91
17663,Katie Miller,city_114,Male,Full time course,Graduate,STEM,Has relevent experience,4,10000+,Pvt Ltd,1,65,0.0,0.926
17209,Chris Garcia,city_21,unknow,no_enrollment,Graduate,STEM,No relevent experience,<1,1000-4999,Pvt Ltd,never,157,0.0,0.624
23653,Sarah Davis,city_100,Male,Full time course,Graduate,Other,No relevent experience,14,unknow,unknow,never,35,0.0,0.887
28908,Jane Garcia,city_103,Male,no_enrollment,Graduate,STEM,Has relevent experience,16,50-99,Pvt Ltd,3,250,0.0,0.92
13697,Mike Garcia,city_94,Male,no_enrollment,Masters,STEM,Has relevent experience,>20,<10,Public Sector,never,55,0.0,0.698
22122,Laura Martinez,city_73,Male,no_enrollment,Masters,STEM,Has relevent experience,16,50-99,Pvt Ltd,1,12,0.0,0.754
10176,John Johnson,city_103,Male,no_enrollment,Masters,STEM,Has relevent experience,>20,50-99,Funded Startup,1,18,0.0,0.92
6797,David Miller,city_114,unknow,no_enrollment,Graduate,STEM,Has relevent experience,10,1000-4999,Pvt Ltd,>4,98,0.0,0.926
9007,Emily Jones,city_103,Male,no_enrollment,Graduate,STEM,No relevent experience,7,50-99,Funded Startup,1,167,0.0,0.92
227,David Davis,city_104,Male,no_enrollment,Graduate,STEM,Has relevent experience,9,10000+,Public Sector,2,45,0.0,0.924
2880,Alex Johnson,city_26,Male,no_enrollment,High School,unknow,Has relevent experience,12,100-500,Pvt Ltd,1,2,0.0,0.698
4172,Sarah Johnson,city_99,unknow,no_enrollment,Graduate,STEM,Has relevent experience,5,10/49,unknow,1,22,0.0,0.915
16590,Jane Davis,city_21,Male,no_enrollment,Graduate,STEM,Has relevent experience,3,100-500,Pvt Ltd,1,290,1.0,0.624
2333,Chris Hernandez,city_16,Male,no_enrollment,Graduate,STEM,No relevent experience,1,unknow,unknow,1,106,0.0,0.91
22564,John Davis,city_21,unknow,no_enrollment,Graduate,STEM,Has relevent experience,3,100-500,Pvt Ltd,1,90,0.0,0.624
3510,Chris Johnson,city_103,Male,no_enrollment,Graduate,STEM,Has relevent experience,8,5000-9999,Pvt Ltd,1,22,0.0,0.92
29957,Chris Smith,city_103,Female,no_enrollment,Masters,STEM,Has relevent experience,5,50-99,Public Sector,3,107,0.0,0.92
5594,Mike Hernandez,city_103,unknow,no_enrollment,Graduate,STEM,Has relevent experience,11,unknow,Pvt Ltd,3,3,0.0,0.92
7673,Chris Garcia,city_21,unknow,no_enrollment,Graduate,STEM,Has relevent experience,14,50-99,Pvt Ltd,>4,17,0.0,0.624
3062,Chris Martinez,city_104,Male,no_enrollment,Graduate,STEM,Has relevent experience,>20,1000-4999,Pvt Ltd,1,57,0.0,0.924
12047,David Smith,city_21,Male,Full time course,Graduate,STEM,No relevent experience,10,unknow,unknow,never,106,1.0,0.624
21800,Laura Martinez,city_103,Male,no_enrollment,Graduate,STEM,Has relevent experience,7,unknow,Pvt Ltd,>4,7,0.0,0.92
116,Laura Martinez,city_160,unknow,no_enrollment,Graduate,STEM,Has relevent experience,5,1000-4999,Public Sector,1,30,0.0,0.92
14906,Katie Hernandez,city_28,unknow,no_enrollment,Masters,No Major,Has relevent experience,4,<10,Pvt Ltd,1,38,0.0,0.939
20510,Sarah Hernandez,city_133,Male,no_enrollment,Graduate,STEM,Has relevent experience,18,10/49,Early Stage Startup,1,38,0.0,0.742
18280,Emily Jones,city_103,Male,no_enrollment,Graduate,No Major,Has relevent experience,>20,1000-4999,NGO,>4,11,0.0,0.92
17446,David Brown,city_30,Male,no_enrollment,Graduate,STEM,Has relevent experience,11,unknow,Pvt Ltd,1,30,0.0,0.698
23173,Alex Williams,city_21,Male,no_enrollment,Graduate,STEM,Has relevent experience,3,500-999,Pvt Ltd,1,100,0.0,0.624
5325,Jane Davis,city_103,Male,no_enrollment,Graduate,STEM,Has relevent experience,5,1000-4999,Pvt Ltd,>4,3,0.0,0.92
24197,Chris Garcia,city_36,Male,Part time course,High School,unknow,Has relevent experience,16,10/49,Pvt Ltd,4,26,0.0,0.893
16924,Laura Garcia,city_103,Male,no_enrollment,Masters,Arts,Has relevent experience,7,1000-4999,Pvt Ltd,3,21,0.0,0.92
14803,David Jones,city_103,Female,no_enrollment,Graduate,STEM,Has relevent experience,4,10000+,Pvt Ltd,2,18,0.0,0.92
24517,Jane Brown,city_100,unknow,no_enrollment,Graduate,STEM,Has relevent experience,>20,100-500,Pvt Ltd,2,3,0.0,0.887
